v8-version,7,1,302,31,0
code-creation,Builtin,3,9000,0x7ff6df5f3aa0,334,StringPrototypeSub
code-creation,Builtin,3,9000,0x7ff6df5f3c00,3884,StringPrototypeSubstr
code-creation,Builtin,3,9000,0x7ff6df5f4b40,3784,StringPrototypeSubstring
code-creation,Builtin,3,9000,0x7ff6df5f5a20,334,StringPrototypeSup
code-creation,Builtin,3,9000,0x7ff6df5f5b80,12,StringPrototypeStartsWith
code-creation,Builtin,3,9000,0x7ff6df5f5ba0,186,StringPrototypeToString
code-creation,Builtin,3,9000,0x7ff6df5f5c60,4448,StringPrototypeTrim
code-creation,Builtin,3,9000,0x7ff6df5f6de0,4056,StringPrototypeTrimEnd
code-creation,Builtin,3,9000,0x7ff6df5f7dc0,4172,StringPrototypeTrimStart
code-creation,Builtin,3,9000,0x7ff6df5f8e20,186,StringPrototypeValueOf
code-creation,Builtin,3,9000,0x7ff6df5f8ee0,12,StringRaw
code-creation,Builtin,3,9000,0x7ff6df5f8f00,407,StringPrototypeIterator
code-creation,Builtin,3,9000,0x7ff6df5f90a0,1780,StringIteratorPrototypeNext
code-creation,Builtin,3,9000,0x7ff6df5f97a0,2300,StringToList
code-creation,Builtin,3,9000,0x7ff6df5fa0a0,12,SymbolConstructor
code-creation,Builtin,3,9000,0x7ff6df5fa0c0,12,SymbolFor
code-creation,Builtin,3,9000,0x7ff6df5fa0e0,12,SymbolKeyFor
code-creation,Builtin,3,9000,0x7ff6df5fa100,186,SymbolPrototypeDescriptionGetter
code-creation,Builtin,3,9000,0x7ff6df5fa1c0,182,SymbolPrototypeToPrimitive
code-creation,Builtin,3,9000,0x7ff6df5fa280,217,SymbolPrototypeToString
code-creation,Builtin,3,9000,0x7ff6df5fa360,182,SymbolPrototypeValueOf
code-creation,Builtin,3,9000,0x7ff6df5fa420,2212,TypedArrayInitialize
code-creation,Builtin,3,9000,0x7ff6df5face0,1368,TypedArrayInitializeWithBuffer
code-creation,Builtin,3,9000,0x7ff6df5fb240,5812,CreateTypedArray
code-creation,Builtin,3,9000,0x7ff6df5fc900,130,TypedArrayBaseConstructor
code-creation,Builtin,3,9000,0x7ff6df5fc9a0,67,GenericConstructorLazyDeoptContinuation
code-creation,Builtin,3,9000,0x7ff6df5fca00,340,TypedArrayConstructor
code-creation,Builtin,3,9000,0x7ff6df5fcb60,12,TypedArrayPrototypeBuffer
code-creation,Builtin,3,9000,0x7ff6df5fcb80,341,TypedArrayPrototypeByteLength
code-creation,Builtin,3,9000,0x7ff6df5fcce0,341,TypedArrayPrototypeByteOffset
code-creation,Builtin,3,9000,0x7ff6df5fce40,182,TypedArrayPrototypeLength
code-creation,Builtin,3,9000,0x7ff6df5fcf00,404,TypedArrayPrototypeEntries
code-creation,Builtin,3,9000,0x7ff6df5fd0a0,396,TypedArrayPrototypeKeys
code-creation,Builtin,3,9000,0x7ff6df5fd240,404,TypedArrayPrototypeValues
code-creation,Builtin,3,9000,0x7ff6df5fd3e0,12,TypedArrayPrototypeCopyWithin
code-creation,Builtin,3,9000,0x7ff6df5fd400,12,TypedArrayPrototypeFill
code-creation,Builtin,3,9000,0x7ff6df5fd420,5162,TypedArrayPrototypeFilter
code-creation,Builtin,3,9000,0x7ff6df5fe860,5176,TypedArrayPrototypeFind
code-creation,Builtin,3,9000,0x7ff6df5ffca0,5176,TypedArrayPrototypeFindIndex
code-creation,Builtin,3,9000,0x7ff6df6010e0,12,TypedArrayPrototypeIncludes
code-creation,Builtin,3,9000,0x7ff6df601100,12,TypedArrayPrototypeIndexOf
code-creation,Builtin,3,9000,0x7ff6df601120,12,TypedArrayPrototypeLastIndexOf
code-creation,Builtin,3,9000,0x7ff6df601140,12,TypedArrayPrototypeReverse
code-creation,Builtin,3,9000,0x7ff6df601160,1788,TypedArrayPrototypeSet
code-creation,Builtin,3,9000,0x7ff6df601860,2140,TypedArrayPrototypeSlice
code-creation,Builtin,3,9000,0x7ff6df6020c0,2308,TypedArrayPrototypeSubArray
code-creation,Builtin,3,9000,0x7ff6df6029e0,311,TypedArrayPrototypeToStringTag
code-creation,Builtin,3,9000,0x7ff6df602b20,5156,TypedArrayPrototypeEvery
code-creation,Builtin,3,9000,0x7ff6df603f60,5128,TypedArrayPrototypeSome
code-creation,Builtin,3,9000,0x7ff6df605380,4180,TypedArrayPrototypeReduce
code-creation,Builtin,3,9000,0x7ff6df6063e0,4320,TypedArrayPrototypeReduceRight
code-creation,Builtin,3,9000,0x7ff6df6074e0,9910,TypedArrayPrototypeMap
code-creation,Builtin,3,9000,0x7ff6df609ba0,3352,TypedArrayPrototypeForEach
code-creation,Builtin,3,9000,0x7ff6df60a8c0,4020,TypedArrayOf
code-creation,Builtin,3,9000,0x7ff6df60b880,4032,TypedArrayFrom
code-creation,Builtin,3,9000,0x7ff6df60c860,154,WasmCompileLazy
code-creation,Builtin,3,9000,0x7ff6df60c900,36,WasmAllocateHeapNumber
code-creation,Builtin,3,9000,0x7ff6df60c940,36,WasmCallJavaScript
code-creation,Builtin,3,9000,0x7ff6df60c980,103,WasmGrowMemory
code-creation,Builtin,3,9000,0x7ff6df60ca00,44,WasmStackGuard
code-creation,Builtin,3,9000,0x7ff6df60ca40,36,WasmToNumber
code-creation,Builtin,3,9000,0x7ff6df60ca80,56,WasmThrow
code-creation,Builtin,3,9000,0x7ff6df60cac0,64,ThrowWasmTrapUnreachable
code-creation,Builtin,3,9000,0x7ff6df60cb20,64,ThrowWasmTrapMemOutOfBounds
code-creation,Builtin,3,9000,0x7ff6df60cb80,64,ThrowWasmTrapUnalignedAccess
code-creation,Builtin,3,9000,0x7ff6df60cbe0,64,ThrowWasmTrapDivByZero
code-creation,Builtin,3,9000,0x7ff6df60cc40,64,ThrowWasmTrapDivUnrepresentable
code-creation,Builtin,3,9000,0x7ff6df60cca0,64,ThrowWasmTrapRemByZero
code-creation,Builtin,3,9000,0x7ff6df60cd00,64,ThrowWasmTrapFloatUnrepresentable
code-creation,Builtin,3,9000,0x7ff6df60cd60,64,ThrowWasmTrapFuncInvalid
code-creation,Builtin,3,9000,0x7ff6df60cdc0,64,ThrowWasmTrapFuncSigMismatch
code-creation,Builtin,3,9000,0x7ff6df60ce20,5164,WeakMapConstructor
code-creation,Builtin,3,9000,0x7ff6df60e260,180,WeakMapLookupHashIndex
code-creation,Builtin,3,9000,0x7ff6df60e320,233,WeakMapGet
code-creation,Builtin,3,9000,0x7ff6df60e420,217,WeakMapHas
code-creation,Builtin,3,9000,0x7ff6df60e500,252,WeakMapPrototypeSet
code-creation,Builtin,3,9000,0x7ff6df60e600,185,WeakMapPrototypeDelete
code-creation,Builtin,3,9000,0x7ff6df60e6c0,3344,WeakSetConstructor
code-creation,Builtin,3,10000,0x7ff6df60f3e0,217,WeakSetHas
code-creation,Builtin,3,10000,0x7ff6df60f4c0,252,WeakSetPrototypeAdd
code-creation,Builtin,3,10000,0x7ff6df60f5c0,185,WeakSetPrototypeDelete
code-creation,Builtin,3,10000,0x7ff6df60f680,507,WeakCollectionDelete
code-creation,Builtin,3,10000,0x7ff6df60f880,784,WeakCollectionSet
code-creation,Builtin,3,10000,0x7ff6df60fba0,389,AsyncGeneratorResolve
code-creation,Builtin,3,10000,0x7ff6df60fd40,143,AsyncGeneratorReject
code-creation,Builtin,3,10000,0x7ff6df60fde0,2132,AsyncGeneratorYield
code-creation,Builtin,3,10000,0x7ff6df610640,2180,AsyncGeneratorReturn
code-creation,Builtin,3,10000,0x7ff6df610ee0,412,AsyncGeneratorResumeNext
code-creation,Builtin,3,10000,0x7ff6df611080,12,AsyncGeneratorFunctionConstructor
code-creation,Builtin,3,10000,0x7ff6df6110a0,972,AsyncGeneratorPrototypeNext
code-creation,Builtin,3,10000,0x7ff6df611480,972,AsyncGeneratorPrototypeReturn
code-creation,Builtin,3,10000,0x7ff6df611860,976,AsyncGeneratorPrototypeThrow
code-creation,Builtin,3,10000,0x7ff6df611c40,2200,AsyncGeneratorAwaitCaught
code-creation,Builtin,3,10000,0x7ff6df6124e0,2200,AsyncGeneratorAwaitUncaught
code-creation,Builtin,3,10000,0x7ff6df612d80,226,AsyncGeneratorAwaitResolveClosure
code-creation,Builtin,3,10000,0x7ff6df612e80,230,AsyncGeneratorAwaitRejectClosure
code-creation,Builtin,3,10000,0x7ff6df612f80,218,AsyncGeneratorYieldResolveClosure
code-creation,Builtin,3,10000,0x7ff6df613060,218,AsyncGeneratorReturnClosedResolveClosure
code-creation,Builtin,3,10000,0x7ff6df613140,214,AsyncGeneratorReturnClosedRejectClosure
code-creation,Builtin,3,10000,0x7ff6df613220,230,AsyncGeneratorReturnResolveClosure
code-creation,Builtin,3,10000,0x7ff6df613320,1564,AsyncFromSyncIteratorPrototypeNext
code-creation,Builtin,3,10000,0x7ff6df613940,1644,AsyncFromSyncIteratorPrototypeThrow
code-creation,Builtin,3,10000,0x7ff6df613fc0,1688,AsyncFromSyncIteratorPrototypeReturn
code-creation,Builtin,3,10000,0x7ff6df614660,106,AsyncIteratorValueUnwrap
code-creation,Builtin,3,10000,0x7ff6df6146e0,242,CEntry_Return1_DontSaveFPRegs_ArgvOnStack_NoBuiltinExit
code-creation,Builtin,3,10000,0x7ff6df6147e0,242,CEntry_Return1_DontSaveFPRegs_ArgvOnStack_BuiltinExit
code-creation,Builtin,3,10000,0x7ff6df6148e0,225,CEntry_Return1_DontSaveFPRegs_ArgvInRegister_NoBuiltinExit
code-creation,Builtin,3,10000,0x7ff6df6149e0,421,CEntry_Return1_SaveFPRegs_ArgvOnStack_NoBuiltinExit
code-creation,Builtin,3,10000,0x7ff6df614ba0,421,CEntry_Return1_SaveFPRegs_ArgvOnStack_BuiltinExit
code-creation,Builtin,3,10000,0x7ff6df614d60,257,CEntry_Return2_DontSaveFPRegs_ArgvOnStack_NoBuiltinExit
code-creation,Builtin,3,10000,0x7ff6df614e80,257,CEntry_Return2_DontSaveFPRegs_ArgvOnStack_BuiltinExit
code-creation,Builtin,3,10000,0x7ff6df614fa0,240,CEntry_Return2_DontSaveFPRegs_ArgvInRegister_NoBuiltinExit
code-creation,Builtin,3,10000,0x7ff6df6150a0,436,CEntry_Return2_SaveFPRegs_ArgvOnStack_NoBuiltinExit
code-creation,Builtin,3,10000,0x7ff6df615260,436,CEntry_Return2_SaveFPRegs_ArgvOnStack_BuiltinExit
code-creation,Builtin,3,10000,0x7ff6df615420,1888,StringAdd_CheckNone
code-creation,Builtin,3,10000,0x7ff6df615ba0,487,StringAdd_ConvertLeft
code-creation,Builtin,3,10000,0x7ff6df615da0,507,StringAdd_ConvertRight
code-creation,Builtin,3,10000,0x7ff6df615fa0,3390,SubString
code-creation,Builtin,3,10000,0x7ff6df616ce0,283,CallApiCallback_Argc0
code-creation,Builtin,3,10000,0x7ff6df616e00,283,CallApiCallback_Argc1
code-creation,Builtin,3,10000,0x7ff6df616f20,282,CallApiGetter
code-creation,Builtin,3,10000,0x7ff6df617040,82,DoubleToI
code-creation,Builtin,3,10000,0x7ff6df6170a0,2272,GetProperty
code-creation,Builtin,3,10000,0x7ff6df6179a0,14820,SetProperty
code-creation,Builtin,3,10000,0x7ff6df61b3a0,260,MathPowInternal
code-creation,Builtin,3,10000,0x7ff6df61b4c0,12,IsTraceCategoryEnabled
code-creation,Builtin,3,10000,0x7ff6df61b4e0,12,Trace
code-creation,Builtin,3,10000,0x7ff6df61b500,6676,ArrayPrototypeCopyWithin
code-creation,Builtin,3,10000,0x7ff6df61cf20,130,ArrayForEachLoopEagerDeoptContinuation
code-creation,Builtin,3,10000,0x7ff6df61cfc0,130,ArrayForEachLoopLazyDeoptContinuation
code-creation,Builtin,3,10000,0x7ff6df61d060,2924,ArrayForEachLoopContinuation
code-creation,Builtin,3,10000,0x7ff6df61dbe0,4252,ArrayForEach
code-creation,Builtin,3,10000,0x7ff6df61ec80,3868,ArrayPrototypeLastIndexOf
code-creation,Builtin,3,10000,0x7ff6df61fba0,4076,ArrayPrototypeReverse
code-creation,Builtin,3,10000,0x7ff6df620ba0,15432,ArraySplice
code-creation,Builtin,3,10000,0x7ff6df624800,3876,ArrayPrototypeUnshift
code-creation,Builtin,3,10000,0x7ff6df625740,3536,TypedArrayQuickSort
code-creation,Builtin,3,10000,0x7ff6df626520,822,TypedArrayPrototypeSort
code-creation,Builtin,3,10000,0x7ff6df626860,198,DataViewPrototypeGetBuffer
code-creation,Builtin,3,10000,0x7ff6df626940,401,DataViewPrototypeGetByteLength
code-creation,Builtin,3,10000,0x7ff6df626ae0,401,DataViewPrototypeGetByteOffset
code-creation,Builtin,3,10000,0x7ff6df626c80,1036,DataViewPrototypeGetUint8
code-creation,Builtin,3,10000,0x7ff6df6270a0,1036,DataViewPrototypeGetInt8
code-creation,Builtin,3,10000,0x7ff6df6274c0,1136,DataViewPrototypeGetUint16
code-creation,Builtin,3,10000,0x7ff6df627940,1132,DataViewPrototypeGetInt16
code-creation,Builtin,3,10000,0x7ff6df627dc0,1304,DataViewPrototypeGetUint32
code-creation,Builtin,3,10000,0x7ff6df6282e0,1176,DataViewPrototypeGetInt32
code-creation,Builtin,3,10000,0x7ff6df628780,1280,DataViewPrototypeGetFloat32
code-creation,Builtin,3,10000,0x7ff6df628ca0,1400,DataViewPrototypeGetFloat64
code-creation,Builtin,3,10000,0x7ff6df629220,1600,DataViewPrototypeGetBigUint64
code-creation,Builtin,3,10000,0x7ff6df629880,1620,DataViewPrototypeGetBigInt64
code-creation,Builtin,3,10000,0x7ff6df629ee0,1432,DataViewPrototypeSetUint8
code-creation,Builtin,3,10000,0x7ff6df62a480,1432,DataViewPrototypeSetInt8
code-creation,Builtin,3,10000,0x7ff6df62aa20,1540,DataViewPrototypeSetUint16
code-creation,Builtin,3,10000,0x7ff6df62b040,1540,DataViewPrototypeSetInt16
code-creation,Builtin,3,10000,0x7ff6df62b660,1616,DataViewPrototypeSetUint32
code-creation,Builtin,3,10000,0x7ff6df62bcc0,1616,DataViewPrototypeSetInt32
code-creation,Builtin,3,10000,0x7ff6df62c320,1580,DataViewPrototypeSetFloat32
code-creation,Builtin,3,10000,0x7ff6df62c960,1728,DataViewPrototypeSetFloat64
code-creation,Builtin,3,10000,0x7ff6df62d040,1620,DataViewPrototypeSetBigUint64
code-creation,Builtin,3,10000,0x7ff6df62d6a0,1620,DataViewPrototypeSetBigInt64
code-creation,Builtin,3,10000,0x7ff6df62dd00,12,GenericBuiltinTest22UT12ATHeapObject5ATSmi
code-creation,Builtin,3,10000,0x7ff6df62dd20,28,TestHelperPlus1
code-creation,Builtin,3,10000,0x7ff6df62dd40,28,TestHelperPlus2
code-creation,Builtin,3,10000,0x7ff6df62dd60,20,Load23ATFastPackedSmiElements
code-creation,Builtin,3,10000,0x7ff6df62dd80,124,Load25ATFastSmiOrObjectElements
code-creation,Builtin,3,10000,0x7ff6df62de00,255,Load20ATFastDoubleElements
code-creation,Builtin,3,10000,0x7ff6df62df00,324,Load20ATDictionaryElements
code-creation,Builtin,3,10000,0x7ff6df62e060,20,Load19ATTempArrayElements
code-creation,Builtin,3,10000,0x7ff6df62e080,24,Store23ATFastPackedSmiElements
code-creation,Builtin,3,10000,0x7ff6df62e0a0,100,Store25ATFastSmiOrObjectElements
code-creation,Builtin,3,10000,0x7ff6df62e120,40,Store20ATFastDoubleElements
code-creation,Builtin,3,10000,0x7ff6df62e160,680,Store20ATDictionaryElements
code-creation,Builtin,3,10000,0x7ff6df62e420,100,Store19ATTempArrayElements
code-creation,Builtin,3,10000,0x7ff6df62e4a0,344,SortCompareDefault
code-creation,Builtin,3,10000,0x7ff6df62e600,150,SortCompareUserFn
code-creation,Builtin,3,10000,0x7ff6df62e6a0,16,CanUseSameAccessor25ATGenericElementsAccessor
code-creation,Builtin,3,10000,0x7ff6df62e6c0,28,CanUseSameAccessor20ATDictionaryElements
code-creation,Builtin,3,11000,0x7ff6df62e6e0,300,CopyFromTempArray
code-creation,Builtin,3,11000,0x7ff6df62e820,616,CopyWithinSortArray
code-creation,Builtin,3,11000,0x7ff6df62eaa0,1036,BinaryInsertionSort
code-creation,Builtin,3,11000,0x7ff6df62eec0,9008,MergeAt
code-creation,Builtin,3,11000,0x7ff6df631200,1904,GallopLeft
code-creation,Builtin,3,11000,0x7ff6df631980,1872,GallopRight
code-creation,Builtin,3,11000,0x7ff6df6320e0,4098,ArrayTimSort
code-creation,Builtin,3,11000,0x7ff6df633100,3620,ArrayPrototypeSort
code-creation,Builtin,3,11000,0x7ff6df633f40,36,LoadFixedElement17ATFixedInt32Array
code-creation,Builtin,3,11000,0x7ff6df633f80,207,StoreFixedElement17ATFixedInt32Array
code-creation,Builtin,3,11000,0x7ff6df634060,151,LoadFixedElement19ATFixedFloat32Array
code-creation,Builtin,3,11000,0x7ff6df634100,48,StoreFixedElement19ATFixedFloat32Array
code-creation,Builtin,3,11000,0x7ff6df634140,147,LoadFixedElement19ATFixedFloat64Array
code-creation,Builtin,3,11000,0x7ff6df6341e0,44,StoreFixedElement19ATFixedFloat64Array
code-creation,Builtin,3,11000,0x7ff6df634220,40,LoadFixedElement24ATFixedUint8ClampedArray
code-creation,Builtin,3,11000,0x7ff6df634260,40,StoreFixedElement24ATFixedUint8ClampedArray
code-creation,Builtin,3,11000,0x7ff6df6342a0,267,LoadFixedElement21ATFixedBigUint64Array
code-creation,Builtin,3,11000,0x7ff6df6343c0,88,StoreFixedElement21ATFixedBigUint64Array
code-creation,Builtin,3,11000,0x7ff6df634420,291,LoadFixedElement20ATFixedBigInt64Array
code-creation,Builtin,3,11000,0x7ff6df634560,88,StoreFixedElement20ATFixedBigInt64Array
code-creation,Builtin,3,11000,0x7ff6df6345c0,40,LoadFixedElement17ATFixedUint8Array
code-creation,Builtin,3,11000,0x7ff6df634600,40,StoreFixedElement17ATFixedUint8Array
code-creation,Builtin,3,11000,0x7ff6df634640,40,LoadFixedElement16ATFixedInt8Array
code-creation,Builtin,3,11000,0x7ff6df634680,40,StoreFixedElement16ATFixedInt8Array
code-creation,Builtin,3,11000,0x7ff6df6346c0,40,LoadFixedElement18ATFixedUint16Array
code-creation,Builtin,3,11000,0x7ff6df634700,44,StoreFixedElement18ATFixedUint16Array
code-creation,Builtin,3,11000,0x7ff6df634740,40,LoadFixedElement17ATFixedInt16Array
code-creation,Builtin,3,11000,0x7ff6df634780,44,StoreFixedElement17ATFixedInt16Array
code-creation,Builtin,3,11000,0x7ff6df6347c0,171,LoadFixedElement18ATFixedUint32Array
code-creation,Builtin,3,11000,0x7ff6df634880,207,StoreFixedElement18ATFixedUint32Array
code-creation,Builtin,3,11000,0x7ff6df634960,16,GenericBuiltinTest5ATSmi
code-creation,Builtin,3,11000,0x7ff6df634980,47,Load25ATGenericElementsAccessor
code-creation,Builtin,3,11000,0x7ff6df6349c0,51,Store25ATGenericElementsAccessor
code-creation,Builtin,3,11000,0x7ff6df634a00,36,CanUseSameAccessor20ATFastDoubleElements
code-creation,Builtin,3,11000,0x7ff6df634a40,36,CanUseSameAccessor23ATFastPackedSmiElements
code-creation,Builtin,3,11000,0x7ff6df634a80,36,CanUseSameAccessor25ATFastSmiOrObjectElements
code-creation,Builtin,3,11000,0x7ff6df634ac0,12,CollatorConstructor
code-creation,Builtin,3,11000,0x7ff6df634ae0,12,CollatorInternalCompare
code-creation,Builtin,3,11000,0x7ff6df634b00,12,CollatorPrototypeCompare
code-creation,Builtin,3,11000,0x7ff6df634b20,12,CollatorSupportedLocalesOf
code-creation,Builtin,3,11000,0x7ff6df634b40,12,CollatorPrototypeResolvedOptions
code-creation,Builtin,3,11000,0x7ff6df634b60,12,DatePrototypeToLocaleDateString
code-creation,Builtin,3,11000,0x7ff6df634b80,12,DatePrototypeToLocaleString
code-creation,Builtin,3,11000,0x7ff6df634ba0,12,DatePrototypeToLocaleTimeString
code-creation,Builtin,3,11000,0x7ff6df634bc0,12,DateTimeFormatConstructor
code-creation,Builtin,3,11000,0x7ff6df634be0,12,DateTimeFormatInternalFormat
code-creation,Builtin,3,11000,0x7ff6df634c00,12,DateTimeFormatPrototypeFormat
code-creation,Builtin,3,11000,0x7ff6df634c20,12,DateTimeFormatPrototypeFormatToParts
code-creation,Builtin,3,11000,0x7ff6df634c40,12,DateTimeFormatPrototypeResolvedOptions
code-creation,Builtin,3,11000,0x7ff6df634c60,12,DateTimeFormatSupportedLocalesOf
code-creation,Builtin,3,11000,0x7ff6df634c80,12,ListFormatConstructor
code-creation,Builtin,3,11000,0x7ff6df634ca0,332,ListFormatPrototypeFormat
code-creation,Builtin,3,11000,0x7ff6df634e00,463,ListFormatPrototypeFormatToParts
code-creation,Builtin,3,11000,0x7ff6df634fe0,12,ListFormatPrototypeResolvedOptions
code-creation,Builtin,3,11000,0x7ff6df635000,12,ListFormatSupportedLocalesOf
code-creation,Builtin,3,11000,0x7ff6df635020,12,LocaleConstructor
code-creation,Builtin,3,11000,0x7ff6df635040,12,LocalePrototypeBaseName
code-creation,Builtin,3,11000,0x7ff6df635060,12,LocalePrototypeCalendar
code-creation,Builtin,3,11000,0x7ff6df635080,12,LocalePrototypeCaseFirst
code-creation,Builtin,3,11000,0x7ff6df6350a0,12,LocalePrototypeCollation
code-creation,Builtin,3,11000,0x7ff6df6350c0,12,LocalePrototypeHourCycle
code-creation,Builtin,3,11000,0x7ff6df6350e0,12,LocalePrototypeLanguage
code-creation,Builtin,3,11000,0x7ff6df635100,12,LocalePrototypeMaximize
code-creation,Builtin,3,11000,0x7ff6df635120,12,LocalePrototypeMinimize
code-creation,Builtin,3,11000,0x7ff6df635140,12,LocalePrototypeNumeric
code-creation,Builtin,3,11000,0x7ff6df635160,12,LocalePrototypeNumberingSystem
code-creation,Builtin,3,11000,0x7ff6df635180,12,LocalePrototypeRegion
code-creation,Builtin,3,11000,0x7ff6df6351a0,12,LocalePrototypeScript
code-creation,Builtin,3,11000,0x7ff6df6351c0,12,LocalePrototypeToString
code-creation,Builtin,3,11000,0x7ff6df6351e0,12,NumberFormatConstructor
code-creation,Builtin,3,11000,0x7ff6df635200,12,NumberFormatInternalFormatNumber
code-creation,Builtin,3,11000,0x7ff6df635220,12,NumberFormatPrototypeFormatNumber
code-creation,Builtin,3,11000,0x7ff6df635240,12,NumberFormatPrototypeFormatToParts
code-creation,Builtin,3,11000,0x7ff6df635260,12,NumberFormatPrototypeResolvedOptions
code-creation,Builtin,3,11000,0x7ff6df635280,12,NumberFormatSupportedLocalesOf
code-creation,Builtin,3,11000,0x7ff6df6352a0,12,PluralRulesConstructor
code-creation,Builtin,3,11000,0x7ff6df6352c0,12,PluralRulesPrototypeResolvedOptions
code-creation,Builtin,3,11000,0x7ff6df6352e0,12,PluralRulesPrototypeSelect
code-creation,Builtin,3,11000,0x7ff6df635300,12,PluralRulesSupportedLocalesOf
code-creation,Builtin,3,11000,0x7ff6df635320,12,RelativeTimeFormatConstructor
code-creation,Builtin,3,11000,0x7ff6df635340,12,RelativeTimeFormatPrototypeFormat
code-creation,Builtin,3,11000,0x7ff6df635360,12,RelativeTimeFormatPrototypeFormatToParts
code-creation,Builtin,3,11000,0x7ff6df635380,12,RelativeTimeFormatPrototypeResolvedOptions
code-creation,Builtin,3,11000,0x7ff6df6353a0,12,RelativeTimeFormatSupportedLocalesOf
code-creation,Builtin,3,11000,0x7ff6df6353c0,12,StringPrototypeNormalizeIntl
code-creation,Builtin,3,11000,0x7ff6df6353e0,12,StringPrototypeToLocaleLowerCase
code-creation,Builtin,3,11000,0x7ff6df635400,12,StringPrototypeToLocaleUpperCase
code-creation,Builtin,3,11000,0x7ff6df635420,275,StringPrototypeToLowerCaseIntl
code-creation,Builtin,3,11000,0x7ff6df635540,12,StringPrototypeToUpperCaseIntl
code-creation,Builtin,3,11000,0x7ff6df635560,928,StringToLowerCaseIntl
code-creation,Builtin,3,11000,0x7ff6df635920,12,SegmenterConstructor
code-creation,Builtin,3,11000,0x7ff6df635940,12,SegmenterPrototypeResolvedOptions
code-creation,Builtin,3,11000,0x7ff6df635960,12,SegmenterSupportedLocalesOf
code-creation,Builtin,3,11000,0x7ff6df635980,12,V8BreakIteratorConstructor
code-creation,Builtin,3,11000,0x7ff6df6359a0,12,V8BreakIteratorInternalAdoptText
code-creation,Builtin,3,11000,0x7ff6df6359c0,12,V8BreakIteratorInternalBreakType
code-creation,Builtin,3,11000,0x7ff6df6359e0,12,V8BreakIteratorInternalCurrent
code-creation,Builtin,3,11000,0x7ff6df635a00,12,V8BreakIteratorInternalFirst
code-creation,Builtin,3,11000,0x7ff6df635a20,12,V8BreakIteratorInternalNext
code-creation,Builtin,3,11000,0x7ff6df635a40,12,V8BreakIteratorPrototypeAdoptText
code-creation,Builtin,3,11000,0x7ff6df635a60,12,V8BreakIteratorPrototypeBreakType
code-creation,Builtin,3,11000,0x7ff6df635a80,12,V8BreakIteratorPrototypeCurrent
code-creation,Builtin,3,11000,0x7ff6df635aa0,12,V8BreakIteratorPrototypeFirst
code-creation,Builtin,3,11000,0x7ff6df635ac0,12,V8BreakIteratorPrototypeNext
code-creation,Builtin,3,11000,0x7ff6df635ae0,12,V8BreakIteratorPrototypeResolvedOptions
code-creation,Builtin,3,11000,0x7ff6df635b00,12,V8BreakIteratorSupportedLocalesOf
code-creation,BytecodeHandler,1,11000,0x7ff6df635b20,64,WideHandler
code-creation,BytecodeHandler,1,11000,0x7ff6df635b80,64,ExtraWideHandler
code-creation,BytecodeHandler,1,12000,0x7ff6df635be0,332,DebugBreakWideHandler
code-creation,BytecodeHandler,1,12000,0x7ff6df635d40,332,DebugBreakExtraWideHandler
code-creation,BytecodeHandler,1,12000,0x7ff6df635ea0,332,DebugBreak0Handler
code-creation,BytecodeHandler,1,12000,0x7ff6df636000,332,DebugBreak1Handler
code-creation,BytecodeHandler,1,12000,0x7ff6df636160,332,DebugBreak2Handler
code-creation,BytecodeHandler,1,12000,0x7ff6df6362c0,332,DebugBreak3Handler
code-creation,BytecodeHandler,1,12000,0x7ff6df636420,332,DebugBreak4Handler
code-creation,BytecodeHandler,1,12000,0x7ff6df636580,332,DebugBreak5Handler
code-creation,BytecodeHandler,1,12000,0x7ff6df6366e0,332,DebugBreak6Handler
code-creation,BytecodeHandler,1,12000,0x7ff6df636840,92,LdaZeroHandler
code-creation,BytecodeHandler,1,12000,0x7ff6df6368a0,104,LdaSmiHandler
code-creation,BytecodeHandler,1,12000,0x7ff6df636920,96,LdaUndefinedHandler
code-creation,BytecodeHandler,1,12000,0x7ff6df6369a0,96,LdaNullHandler
code-creation,BytecodeHandler,1,12000,0x7ff6df636a20,96,LdaTheHoleHandler
code-creation,BytecodeHandler,1,12000,0x7ff6df636aa0,60,LdaTrueHandler
code-creation,BytecodeHandler,1,12000,0x7ff6df636ae0,60,LdaFalseHandler
code-creation,BytecodeHandler,1,12000,0x7ff6df636b20,112,LdaConstantHandler
code-creation,BytecodeHandler,1,12000,0x7ff6df636ba0,4300,LdaGlobalHandler
code-creation,BytecodeHandler,1,12000,0x7ff6df637c80,3480,LdaGlobalInsideTypeofHandler
code-creation,BytecodeHandler,1,12000,0x7ff6df638a20,243,StaGlobalHandler
code-creation,BytecodeHandler,1,12000,0x7ff6df638b20,84,PushContextHandler
code-creation,BytecodeHandler,1,12000,0x7ff6df638b80,76,PopContextHandler
code-creation,BytecodeHandler,1,12000,0x7ff6df638be0,152,LdaContextSlotHandler
code-creation,BytecodeHandler,1,12000,0x7ff6df638c80,112,LdaImmutableContextSlotHandler
code-creation,BytecodeHandler,1,12000,0x7ff6df638d00,120,LdaCurrentContextSlotHandler
code-creation,BytecodeHandler,1,12000,0x7ff6df638d80,76,LdaImmutableCurrentContextSlotHandler
code-creation,BytecodeHandler,1,12000,0x7ff6df638de0,200,StaContextSlotHandler
