v8-version,7,1,302,31,0
code-creation,BytecodeHandler,1,14000,0x7ff6df664840,112,JumpIfNotUndefinedWideHandler
code-creation,BytecodeHandler,1,14000,0x7ff6df6648c0,164,JumpIfJSReceiverWideHandler
code-creation,BytecodeHandler,1,14000,0x7ff6df664980,164,SwitchOnSmiNoFeedbackWideHandler
code-creation,BytecodeHandler,1,14000,0x7ff6df664a40,559,ForInEnumerateWideHandler
code-creation,BytecodeHandler,1,14000,0x7ff6df664c80,328,ForInPrepareWideHandler
code-creation,BytecodeHandler,1,14000,0x7ff6df664de0,100,ForInContinueWideHandler
code-creation,BytecodeHandler,1,14000,0x7ff6df664e60,319,ForInNextWideHandler
code-creation,BytecodeHandler,1,14000,0x7ff6df664fa0,88,ForInStepWideHandler
code-creation,BytecodeHandler,1,14000,0x7ff6df665000,227,ThrowReferenceErrorIfHoleWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df665100,248,SwitchOnGeneratorStateWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df665200,832,SuspendGeneratorWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df665560,268,ResumeGeneratorWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df665680,195,IncBlockCounterWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df665760,115,AbortWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df6657e0,344,DebugBreak1ExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df665940,344,DebugBreak2ExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df665aa0,344,DebugBreak3ExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df665c00,344,DebugBreak4ExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df665d60,344,DebugBreak5ExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df665ec0,344,DebugBreak6ExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df666020,68,LdaSmiExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df666080,72,LdaConstantExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df6660e0,3584,LdaGlobalExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df666f00,3532,LdaGlobalInsideTypeofExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df667ce0,243,StaGlobalExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df667de0,80,PushContextExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df667e40,76,PopContextExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df667ea0,108,LdaContextSlotExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df667f20,108,LdaImmutableContextSlotExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df667fa0,76,LdaCurrentContextSlotExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df668000,76,LdaImmutableCurrentContextSlotExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df668060,196,StaContextSlotExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df668140,164,StaCurrentContextSlotExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df668200,179,LdaLookupSlotExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df6682c0,271,LdaLookupContextSlotExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df6683e0,3644,LdaLookupGlobalSlotExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df669220,179,LdaLookupSlotInsideTypeofExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df6692e0,271,LdaLookupContextSlotInsideTypeofExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df669400,3588,LdaLookupGlobalSlotInsideTypeofExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66a220,331,StaLookupSlotExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66a380,72,LdarExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66a3e0,72,StarExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66a440,80,MovExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66a4a0,3708,LdaNamedPropertyExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66b320,187,LdaNamedPropertyNoFeedbackExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66b3e0,235,LdaKeyedPropertyExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66b4e0,152,LdaModuleVariableExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66b580,343,StaModuleVariableExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66b6e0,235,StaNamedPropertyExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66b7e0,215,StaNamedPropertyNoFeedbackExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66b8c0,235,StaNamedOwnPropertyExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66b9c0,231,StaKeyedPropertyExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66bac0,231,StaInArrayLiteralExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66bbc0,255,StaDataPropertyInLiteralExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66bcc0,211,CollectTypeProfileExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66bda0,1064,AddExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66c1e0,1128,SubExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66c660,1196,MulExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66cb20,1220,DivExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66d000,1220,ModExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66d4e0,231,ExpExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66d5e0,1216,BitwiseOrExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66dac0,1216,BitwiseXorExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66dfa0,1216,BitwiseAndExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66e480,1224,ShiftLeftExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66e960,1224,ShiftRightExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66ee40,1408,ShiftRightLogicalExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66f3e0,892,AddSmiExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66f760,936,SubSmiExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66fb20,1004,MulSmiExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df66ff20,1044,DivSmiExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df670340,1004,ModSmiExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df670740,231,ExpSmiExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df670840,664,BitwiseOrSmiExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df670ae0,664,BitwiseXorSmiExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df670d80,664,BitwiseAndSmiExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df671020,664,ShiftLeftSmiExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df6712c0,664,ShiftRightSmiExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df671560,852,ShiftRightLogicalSmiExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df6718c0,640,IncExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df671b60,636,DecExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df671de0,672,NegateExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df6720a0,652,BitwiseNotExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df672340,183,DeletePropertyStrictExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df672400,175,DeletePropertySloppyExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df6724c0,163,GetSuperConstructorExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df672580,412,CallAnyReceiverExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df672720,412,CallPropertyExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df6728c0,412,CallProperty0ExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df672a60,432,CallProperty1ExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df672c20,444,CallProperty2ExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df672de0,408,CallUndefinedReceiverExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df672f80,348,CallUndefinedReceiver0ExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df6730e0,424,CallUndefinedReceiver1ExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df6732a0,436,CallUndefinedReceiver2ExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df673460,104,CallNoFeedbackExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df6734e0,412,CallWithSpreadExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df673680,207,CallRuntimeExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df673760,251,CallRuntimeForPairExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df673860,104,CallJSRuntimeExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df6738e0,1520,InvokeIntrinsicExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df673ee0,1232,ConstructExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df6743c0,559,ConstructWithSpreadExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df674600,2000,TestEqualExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df674de0,1055,TestEqualStrictExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df675200,2260,TestLessThanExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df675ae0,2260,TestGreaterThanExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df6763c0,2260,TestLessThanOrEqualExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df676ca0,2260,TestGreaterThanOrEqualExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df677580,88,TestReferenceEqualExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df6775e0,1104,TestInstanceOfExtraWideHandler
code-creation,BytecodeHandler,1,15000,0x7ff6df677a40,2548,TestInExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df678440,183,ToNameExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df678500,251,ToNumberExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df678600,299,ToNumericExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df678740,183,ToObjectExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df678800,398,CreateRegExpLiteralExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df6789a0,1840,CreateArrayLiteralExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df6790e0,904,CreateEmptyArrayLiteralExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df679480,1700,CreateObjectLiteralExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df679b40,251,CloneObjectExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df679c40,351,GetTemplateObjectExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df679da0,423,CreateClosureExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df679f60,187,CreateBlockContextExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67a020,203,CreateCatchContextExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67a100,352,CreateFunctionContextExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67a280,356,CreateEvalContextExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67a400,203,CreateWithContextExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67a4e0,427,JumpLoopExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67a6a0,76,JumpExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67a700,88,JumpConstantExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67a760,124,JumpIfNullConstantExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67a7e0,124,JumpIfNotNullConstantExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67a860,124,JumpIfUndefinedConstantExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67a8e0,124,JumpIfNotUndefinedConstantExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67a960,124,JumpIfTrueConstantExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67a9e0,124,JumpIfFalseConstantExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67aa60,132,JumpIfJSReceiverConstantExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67ab00,419,JumpIfToBooleanTrueConstantExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67acc0,423,JumpIfToBooleanFalseConstantExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67ae80,407,JumpIfToBooleanTrueExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67b020,407,JumpIfToBooleanFalseExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67b1c0,108,JumpIfTrueExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67b240,108,JumpIfFalseExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67b2c0,108,JumpIfNullExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67b340,108,JumpIfNotNullExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67b3c0,108,JumpIfUndefinedExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67b440,108,JumpIfNotUndefinedExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67b4c0,160,JumpIfJSReceiverExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67b580,160,SwitchOnSmiNoFeedbackExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67b640,559,ForInEnumerateExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67b880,328,ForInPrepareExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67b9e0,96,ForInContinueExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67ba60,315,ForInNextExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67bba0,88,ForInStepExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67bc00,227,ThrowReferenceErrorIfHoleExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67bd00,244,SwitchOnGeneratorStateExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67be00,828,SuspendGeneratorExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67c140,264,ResumeGeneratorExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67c260,195,IncBlockCounterExtraWideHandler
code-creation,BytecodeHandler,1,16000,0x7ff6df67c340,115,AbortExtraWideHandler
code-creation,Stub,2,16000,0x1b355784040,1136,StoreFastElementStub
code-creation,Stub,2,16000,0x1b355784500,132,StoreFastElementStub
code-creation,Stub,2,16000,0x1b3557845e0,212,StoreFastElementStub
code-creation,Stub,2,16000,0x1b355784700,844,StoreFastElementStub
code-creation,Stub,2,16000,0x1b355784aa0,408,JSEntryStub
code-creation,Stub,2,16000,0x1b355784c80,1212,StoreFastElementStub
code-creation,Stub,2,16000,0x1b355785180,1224,StoreFastElementStub
code-creation,Stub,2,16000,0x1b3557856a0,212,StoreFastElementStub
code-creation,Stub,2,16000,0x1b3557857c0,844,StoreFastElementStub
code-creation,Stub,2,16000,0x1b355785b60,212,StoreFastElementStub
code-creation,Stub,2,16000,0x1b355785c80,408,JSEntryStub
code-creation,Stub,2,16000,0x1b355785e60,408,JSEntryStub
code-creation,Stub,2,16000,0x1b355786040,164,StoreFastElementStub
code-creation,Stub,2,16000,0x1b355786140,1224,StoreFastElementStub
code-creation,Stub,2,16000,0x1b355786660,164,StoreFastElementStub
code-creation,Stub,2,16000,0x1b355786760,1136,StoreFastElementStub
code-creation,Stub,2,16000,0x1b355786c20,132,StoreFastElementStub
code-creation,Builtin,3,16000,0x7ff6df5860e0,235,DeserializeLazy
code-creation,Builtin,3,16000,0x7ff6df57f280,1384,RecordWrite
code-creation,Builtin,3,16000,0x7ff6df57f800,44,AdaptorWithExitFrame
code-creation,Builtin,3,16000,0x7ff6df57f840,44,AdaptorWithBuiltinExitFrame
code-creation,Builtin,3,16000,0x7ff6df57f880,243,ArgumentsAdaptorTrampoline
code-creation,Builtin,3,16000,0x7ff6df57f980,172,CallFunction_ReceiverIsNullOrUndefined
code-creation,Builtin,3,16000,0x7ff6df57fa40,229,CallFunction_ReceiverIsNotNullOrUndefined
code-creation,Builtin,3,16000,0x7ff6df57fb40,254,CallFunction_ReceiverIsAny
code-creation,Builtin,3,16000,0x7ff6df57fc40,130,CallBoundFunction
code-creation,Builtin,3,16000,0x7ff6df57fce0,105,Call_ReceiverIsNullOrUndefined
code-creation,Builtin,3,16000,0x7ff6df57fd60,105,Call_ReceiverIsNotNullOrUndefined
code-creation,Builtin,3,16000,0x7ff6df57fde0,105,Call_ReceiverIsAny
code-creation,Builtin,3,16000,0x7ff6df57fe60,964,CallProxy
code-creation,Builtin,3,16000,0x7ff6df580240,78,CallVarargs
code-creation,Builtin,3,16000,0x7ff6df5802a0,1344,CallWithSpread
code-creation,Builtin,3,16000,0x7ff6df580800,952,CallWithArrayLike
code-creation,Builtin,3,16000,0x7ff6df580bc0,103,CallForwardVarargs
code-creation,Builtin,3,16000,0x7ff6df580c40,103,CallFunctionForwardVarargs
code-creation,Builtin,3,17000,0x7ff6df580cc0,26,ConstructFunction
code-creation,Builtin,3,17000,0x7ff6df580ce0,130,ConstructBoundFunction
code-creation,Builtin,3,17000,0x7ff6df580d80,28,ConstructedNonConstructable
code-creation,Builtin,3,17000,0x7ff6df580da0,86,Construct
code-creation,Builtin,3,17000,0x7ff6df580e00,78,ConstructVarargs
code-creation,Builtin,3,17000,0x7ff6df580e60,1368,ConstructWithSpread
code-creation,Builtin,3,17000,0x7ff6df5813c0,1032,ConstructWithArrayLike
code-creation,Builtin,3,17000,0x7ff6df5817e0,142,ConstructForwardVarargs
code-creation,Builtin,3,17000,0x7ff6df581880,142,ConstructFunctionForwardVarargs
code-creation,Builtin,3,17000,0x7ff6df581920,288,JSConstructStubGeneric
code-creation,Builtin,3,17000,0x7ff6df581a60,164,JSBuiltinsConstructStub
code-creation,Builtin,3,17000,0x7ff6df581b20,685,FastNewObject
code-creation,Builtin,3,17000,0x7ff6df581de0,327,FastNewClosure
code-creation,Builtin,3,17000,0x7ff6df581f40,227,FastNewFunctionContextEval
code-creation,Builtin,3,17000,0x7ff6df582040,227,FastNewFunctionContextFunction
code-creation,Builtin,3,17000,0x7ff6df582140,238,CreateRegExpLiteral
code-creation,Builtin,3,17000,0x7ff6df582240,706,CreateEmptyArrayLiteral
code-creation,Builtin,3,17000,0x7ff6df582520,1404,CreateShallowArrayLiteral
code-creation,Builtin,3,17000,0x7ff6df582aa0,1324,CreateShallowObjectLiteral
code-creation,Builtin,3,17000,0x7ff6df582fe0,972,ConstructProxy
code-creation,Builtin,3,17000,0x7ff6df5833c0,105,JSEntryTrampoline
code-creation,Builtin,3,17000,0x7ff6df583440,105,JSConstructEntryTrampoline
code-creation,Builtin,3,17000,0x7ff6df5834c0,280,ResumeGeneratorTrampoline
code-creation,Builtin,3,17000,0x7ff6df5835e0,14,InterruptCheck
code-creation,Builtin,3,17000,0x7ff6df583600,14,StackCheck
code-creation,Builtin,3,17000,0x7ff6df583620,687,StringCharAt
code-creation,Builtin,3,17000,0x7ff6df5838e0,834,StringCodePointAtUTF16
code-creation,Builtin,3,17000,0x7ff6df583c40,838,StringCodePointAtUTF32
code-creation,Builtin,3,17000,0x7ff6df583fa0,588,StringEqual
code-creation,Builtin,3,17000,0x7ff6df584200,268,StringGreaterThan
code-creation,Builtin,3,17000,0x7ff6df584320,268,StringGreaterThanOrEqual
code-creation,Builtin,3,17000,0x7ff6df584440,1076,StringIndexOf
code-creation,Builtin,3,17000,0x7ff6df584880,268,StringLessThan
code-creation,Builtin,3,17000,0x7ff6df5849a0,268,StringLessThanOrEqual
code-creation,Builtin,3,17000,0x7ff6df584ac0,194,StringRepeat
code-creation,Builtin,3,17000,0x7ff6df584ba0,3382,StringSubstring
code-creation,Builtin,3,17000,0x7ff6df5858e0,72,OrderedHashTableHealIndex
code-creation,Builtin,3,17000,0x1b3557881a0,673,InterpreterEntryTrampoline
code-creation,Builtin,3,17000,0x7ff6df585940,82,InterpreterPushArgsThenCall
code-creation,Builtin,3,17000,0x7ff6df5859a0,88,InterpreterPushUndefinedAndArgsThenCall
code-creation,Builtin,3,17000,0x7ff6df585a00,85,InterpreterPushArgsThenCallWithFinalSpread
code-creation,Builtin,3,17000,0x7ff6df585a60,81,InterpreterPushArgsThenConstruct
code-creation,Builtin,3,17000,0x7ff6df585ac0,81,InterpreterPushArgsThenConstructArrayFunction
code-creation,Builtin,3,17000,0x7ff6df585b20,84,InterpreterPushArgsThenConstructWithFinalSpread
code-creation,Builtin,3,17000,0x7ff6df585ca0,63,InterpreterOnStackReplacement
code-creation,Builtin,3,17000,0x7ff6df585ce0,867,CompileLazy
code-creation,Builtin,3,17000,0x7ff6df586060,100,CompileLazyDeoptimizedCode
code-creation,Builtin,3,17000,0x7ff6df586420,148,InstantiateAsmJs
code-creation,Builtin,3,17000,0x7ff6df5864c0,32,NotifyDeoptimized
code-creation,Builtin,3,17000,0x7ff6df586500,37,ContinueToCodeStubBuiltin
code-creation,Builtin,3,17000,0x7ff6df586540,45,ContinueToCodeStubBuiltinWithResult
code-creation,Builtin,3,17000,0x7ff6df586580,41,ContinueToJavaScriptBuiltin
code-creation,Builtin,3,17000,0x7ff6df5865c0,49,ContinueToJavaScriptBuiltinWithResult
code-creation,Builtin,3,17000,0x7ff6df586600,12,HandleApiCall
code-creation,Builtin,3,17000,0x7ff6df586620,12,HandleApiCallAsFunction
code-creation,Builtin,3,17000,0x7ff6df586640,12,HandleApiCallAsConstructor
code-creation,Builtin,3,17000,0x7ff6df586660,40,AllocateInNewSpace
code-creation,Builtin,3,17000,0x7ff6df5866a0,60,AllocateInOldSpace
code-creation,Builtin,3,17000,0x7ff6df5866e0,755,CopyFastSmiOrObjectElements
code-creation,Builtin,3,17000,0x7ff6df5869e0,504,GrowFastDoubleElements
code-creation,Builtin,3,17000,0x7ff6df586be0,464,GrowFastSmiOrObjectElements
code-creation,Builtin,3,17000,0x7ff6df586dc0,335,NewArgumentsElements
code-creation,Builtin,3,17000,0x7ff6df586f20,444,DebugBreakTrampoline
code-creation,Builtin,3,17000,0x7ff6df5870e0,112,FrameDropperTrampoline
code-creation,Builtin,3,17000,0x7ff6df587160,45,HandleDebuggerStatement
code-creation,Builtin,3,17000,0x7ff6df5871a0,386,ToObject
code-creation,Builtin,3,17000,0x7ff6df587340,147,ToBoolean
code-creation,Builtin,3,17000,0x7ff6df5873e0,283,OrdinaryToPrimitive_Number
code-creation,Builtin,3,17000,0x7ff6df587500,283,OrdinaryToPrimitive_String
code-creation,Builtin,3,17000,0x7ff6df587620,225,NonPrimitiveToPrimitive_Default
code-creation,Builtin,3,17000,0x7ff6df587720,225,NonPrimitiveToPrimitive_Number
code-creation,Builtin,3,17000,0x7ff6df587820,225,NonPrimitiveToPrimitive_String
code-creation,Builtin,3,17000,0x7ff6df587920,91,StringToNumber
code-creation,Builtin,3,17000,0x7ff6df587980,131,ToName
code-creation,Builtin,3,17000,0x7ff6df587a20,309,NonNumberToNumber
code-creation,Builtin,3,17000,0x7ff6df587b60,321,NonNumberToNumeric
code-creation,Builtin,3,17000,0x7ff6df587cc0,265,ToNumber
code-creation,Builtin,3,17000,0x7ff6df587de0,308,ToNumberConvertBigInt
code-creation,Builtin,3,17000,0x7ff6df587f20,349,ToNumeric
code-creation,Builtin,3,17000,0x7ff6df588080,271,NumberToString
code-creation,Builtin,3,17000,0x7ff6df5881a0,347,ToString
code-creation,Builtin,3,17000,0x7ff6df588300,486,ToInteger
code-creation,Builtin,3,17000,0x7ff6df588500,506,ToInteger_TruncateMinusZero
code-creation,Builtin,3,17000,0x7ff6df588700,542,ToLength
code-creation,Builtin,3,17000,0x7ff6df588920,156,Typeof
code-creation,Builtin,3,17000,0x7ff6df5889c0,71,GetSuperConstructor
code-creation,Builtin,3,17000,0x7ff6df588a20,159,ToBooleanLazyDeoptContinuation
code-creation,Builtin,3,17000,0x7ff6df588ac0,3003,KeyedLoadIC_PolymorphicName
code-creation,Builtin,3,17000,0x7ff6df589680,36,KeyedLoadIC_Slow
code-creation,Builtin,3,17000,0x7ff6df5896c0,14940,KeyedStoreIC_Megamorphic
code-creation,Builtin,3,17000,0x7ff6df58d120,40,KeyedStoreIC_Slow
code-creation,Builtin,3,17000,0x7ff6df58d160,40,LoadGlobalIC_Slow
code-creation,Builtin,3,17000,0x7ff6df58d1a0,88,LoadIC_FunctionPrototype
code-creation,Builtin,3,17000,0x7ff6df58d200,36,LoadIC_Slow
code-creation,Builtin,3,17000,0x7ff6df58d240,20,LoadIC_StringLength
code-creation,Builtin,3,17000,0x7ff6df58d260,24,LoadIC_StringWrapperLength
code-creation,Builtin,3,17000,0x7ff6df58d280,3356,LoadIC_Uninitialized
code-creation,Builtin,3,17000,0x7ff6df58dfa0,40,StoreGlobalIC_Slow
code-creation,Builtin,3,17000,0x7ff6df58dfe0,6664,StoreIC_Uninitialized
code-creation,Builtin,3,17000,0x7ff6df58fa00,40,StoreInArrayLiteralIC_Slow
code-creation,Builtin,3,17000,0x7ff6df58fa40,1256,EnqueueMicrotask
code-creation,Builtin,3,17000,0x7ff6df58ff40,1696,RunMicrotasks
code-creation,Builtin,3,17000,0x7ff6df590600,2316,HasProperty
code-creation,Builtin,3,17000,0x7ff6df590f20,1040,DeleteProperty
code-creation,Builtin,3,17000,0x7ff6df591340,36,Abort
code-creation,Builtin,3,17000,0x7ff6df591380,36,AbortJS
code-creation,Builtin,3,17000,0x7ff6df5913c0,12,EmptyFunction
code-creation,Builtin,3,17000,0x7ff6df5913e0,12,Illegal
code-creation,Builtin,3,17000,0x7ff6df591400,12,StrictPoisonPillThrower
code-creation,Builtin,3,17000,0x7ff6df591420,12,UnsupportedThrower
code-creation,Builtin,3,17000,0x7ff6df591440,67,ReturnReceiver
code-creation,Builtin,3,17000,0x7ff6df5914a0,36,ArrayConstructor
code-creation,Builtin,3,17000,0x7ff6df5914e0,455,ArrayConstructorImpl
code-creation,Builtin,3,17000,0x7ff6df5916c0,235,ArrayNoArgumentConstructor_PackedSmi_DontOverride
